ID,Is_Lead
FOQK5TBQ,0.1368
LPKVFGJP,0.0503
HD7CBBEX,0.6497
LGB2SXG7,0.3711
KSVNGD34,0.0658
CT8BCKQU,0.0369
3MB4THGG,0.0966
36PPNMRI,0.0977
FFC9RG3L,0.1386
XV4BXBQI,0.4564
QKN9P3JN,0.1496
OW7MQGQC,0.1768
8ETMGJLZ,0.1512
QHWXAPWV,0.1173
3AZGGKY9,0.0777
XFWGWTTG,0.1662
5XXVDAUF,0.0536
TZCD8FSK,0.2206
LHDRM7CJ,0.3331
MGFGW7QW,0.0531
53Y365UF,0.2378
LACY4M3E,0.0515
IS2XGUOW,0.0289
ISXEGEIV,0.0537
DUZYXMBV,0.2621
LP4EP6DN,0.0647
XSXD4H4D,0.1051
I5SPB5YT,0.0832
UGB3D8XN,0.0608
8QKMTGQY,0.1365
FHQMSPHH,0.8194
BEE6KKPZ,0.3642
GO5WBGUJ,0.0609
WBDFHMFE,0.0541
T3XXWM2T,0.05
XVYHFV42,0.7611
D7HBMR3S,0.1385
CZ56WPZ9,0.0256
8ANUEDKM,0.188
XFXHRDA2,0.8699
EYT6NZFD,0.0558
CVEIXPNQ,0.111
HREF5SCM,0.0516
CJWA9UZ2,0.1471
E5QGJGWE,0.069
THCHPJB9,0.1996
ZNPOF23H,0.3467
ECXOEMQK,0.0511
AEYT44BR,0.0704
GM9EQ6WN,0.0744
6WIHHRNX,0.0248
X25KTMPG,0.0671
IXUYUW23,0.054
AWVS5W3T,0.1548
GCHWXCRJ,0.7826
6MRKRSWU,0.0706
KXDRSE8M,0.1066
MU4Y2MZN,0.0343
GH9JSCQ2,0.0797
TAZVW2QY,0.4355
KYUAYJID,0.4323
HJA7OYJC,0.0607
ZJFT9PQW,0.16
X8GQGRVZ,0.0462
JBPSB8WC,0.1589
QWGBYYVK,0.8139
4WMX964K,0.0195
MFLJCWDI,0.8284
9U2QMJH2,0.0581
NGQNPN8V,0.4631
DEGQCF6O,0.4527
3HM3HHKS,0.1027
LFWF5RTV,0.8595
FTMFVTXH,0.1133
LTVZ7VJD,0.0584
FENE3RKR,0.0593
DRAJFKQP,0.0548
HINH8N8J,0.0664
YFVO7FTY,0.8738
FEXSDM9U,0.8327
MUTTWTA6,0.0579
BTAPJQN9,0.2523
NORTHBX5,0.8328
TB26STAO,0.2587
QEQLKUWR,0.0586
CXIQKWJH,0.0513
INBHQOC7,0.9907
QGBPO9EC,0.3035
JGIDVUMG,0.9909
BYQOEPAD,0.9814
OQWFGGJY,0.0544
3FQTCRXV,0.1292
GFZGWYST,0.5094
FBSWPWAV,0.0893
K8D2PXWT,0.1464
KHFXX9MU,0.0196
6BLEEIZG,0.1437
JURGLVJC,0.0422
3VPFCQGI,0.1208
4SAVCRSI,0.1385
TF3UX8TX,0.3577
GEPJVR42,0.0792
EODE4KPJ,0.0539
FFZQQJRN,0.1158
7TCNBGJG,0.4453
EWMGZMQW,0.0696
GDQSV4TK,0.0553
GJCW8F8I,0.9837
NJZTWRAK,0.4486
LFIRPRSK,0.0311
2H7EXAAZ,0.8425
FBC5ETCC,0.0557
JSSPNTAY,0.4404
LE63MXWK,0.1792
7ZOQ2X27,0.8066
KHEAGXEH,0.054
P3DYHQQS,0.0754
YHYK9AY7,0.0526
CMSGIP5V,0.0532
HH3YXJNZ,0.408
SI5ZCPSS,0.0574
8ED66YJ5,0.3154
QGSLN43C,0.1665
YZROPSXS,0.4607
DMERHHQM,0.8373
YTRBRRN6,0.0447
E8A2NAEZ,0.0615
GYUMT9YY,0.0535
XBSZFS8C,0.0338
3BGLQPHY,0.1471
NCRLIYTB,0.0715
RSZQGKKM,0.0536
ECPW2ZBU,0.84
PCITOTUU,0.0531
NXBPOZGV,0.2337
BTCBNEHD,0.1402
AOJ39FVK,0.0476
7GVPWWAO,0.0749
82YPSPZU,0.0527
MVZFNNNE,0.1898
HXQ6GMJQ,0.1262
BN3HNFVG,0.0498
TKSYMBGM,0.0416
APG433ZK,0.165
ZXJZRSQ7,0.06
ZAXZKM3D,0.0932
8QXUDEJR,0.5531
JHBQ45XX,0.2575
RVGWACAD,0.0451
WF2ND7YL,0.1123
VJMNHPDZ,0.7926
5SLCVTGB,0.5492
D8RTIWGE,0.5142
II7L6UYG,0.1515
AEAUAUDW,0.0568
IXDKBBWP,0.0751
989B5NJY,0.0424
8FZ6GZFX,0.0527
ECTWW4GH,0.0806
CS8NSUHI,0.0183
6JDYE37G,0.0529
K2MJVONN,0.0208
MPIFMXUV,0.9944
3SM43P6D,0.0541
BR9NPIBD,0.8618
8ESUWAGH,0.4299
PWH7VQZA,0.3794
AABXQ3VB,0.2214
GGRVKJSH,0.1729
TG8BGA3R,0.2426
FMXDKMGB,0.0321
BKYTCHN3,0.044
8QMBJK8P,0.0362
CXZGB4DO,0.0525
F3KKVQLJ,0.0515
B47EQJCQ,0.1233
ZBHKBBDW,0.4998
H6Q248BS,0.0505
TUYBBV9I,0.046
FEPCE9Y5,0.1627
6QVXUBHV,0.0519
2XE88V5A,0.0541
LT4Z8PPH,0.8393
NJ4UDYOF,0.0556
B5BQLNCF,0.2105
IUVFQ3LB,0.9899
CLPSF6FD,0.0178
VUWSYUMB,0.0724
TVJBWWRG,0.3514
LUJQMQID,0.8709
SRMRAW5L,0.8425
CXTEAP78,0.2034
WEK86HP2,0.3278
HGPXG4PK,0.4645
3MUMDQ5N,0.0595
GIJ95VST,0.4642
PTWFXOJO,0.2915
6ZOMPZG4,0.0673
XVFRMGRG,0.0698
8MUMDRWQ,0.0238
NNLD4UN3,0.1095
5BDFIA6D,0.1275
LBWR7RLA,0.164
COE7MKZ3,0.4052
KR2WOGZJ,0.0512
9C5PPNK8,0.0582
QADECAWJ,0.0471
BCIQFUEM,0.178
FINAZEV4,0.0545
IXCQ7VZG,0.1036
C6ZEUVYS,0.0501
QXNVSN4I,0.0545
CEC4XTGC,0.8528
H69CLMHM,0.0577
62ONAXED,0.8344
TRXTTTM5,0.0566
BMESNJMU,0.0422
JZ5HPYLH,0.0525
HSCSSLZY,0.0214
KALOGZCE,0.0201
ZOP45WOB,0.0768
WIWRST9A,0.6648
KK6BN7F6,0.1045
5BYFMTYK,0.2089
4CJXCWZZ,0.0548
JDP488ZV,0.3697
JGBYCFGP,0.3649
ELF8WYRU,0.058
T3BXLBYC,0.0532
DZMWC4HE,0.3436
ZWWCISHH,0.1046
7VPZAJQ8,0.4486
6BHVATWW,0.031
6RLEP6DU,0.0265
BKZUDUNJ,0.057
LY6ZVPPP,0.0521
AGTFRVUC,0.0485
ISTNRF5O,0.8497
VGKSNV8V,0.4171
ZKFTHSRM,0.0538
MMNQLDNV,0.7711
AWHX8H7E,0.0379
WHWHBBBZ,0.1641
SCP9ESKS,0.3143
DJCTHWKN,0.0994
Y4ONML9S,0.0563
HAIRRUWG,0.8384
GJWVAB9H,0.4985
GXJIQKA7,0.3347
GMDMSCPP,0.0407
55JURKTZ,0.2205
HPUQKCAW,0.8737
NYWPRG44,0.2743
GOZBDWRY,0.8526
6TEZEVZ6,0.0893
52WJD5MG,0.1477
4TEKMJZU,0.2843
FC9JAFAE,0.0436
AWKPAADA,0.874
WFTBEKAU,0.3526
G7JHNMTB,0.0517
GZN8VCO2,0.0385
6RWDKGSB,0.0612
GC9TZ7AZ,0.0431
4X7REKST,0.6303
IWGXUU84,0.1579
UNRE8EPB,0.0504
4WONFZHW,0.0518
AVHVUBN5,0.8393
JW6WGWE2,0.0574
I8N2CNCK,0.0908
STM5E4DV,0.1138
FCUTH2M6,0.0817
HDPCTQS7,0.0541
IUGRWQC9,0.0535
YUKE7JXM,0.0203
8FVN4MOG,0.0545
E7VJXZOM,0.0235
GLMSMI6V,0.0693
NKHT8XUC,0.1114
PBTR54HB,0.0818
XGDTSVVC,0.0456
GJAEY8GA,0.4285
S7DA4J9B,0.8484
FWLR6RRX,0.0544
VQBFUJJ3,0.1574
URNWJIQP,0.0518
NMSUAJID,0.8407
QFLW75SC,0.0472
TO9HJIYL,0.0543
FEXHNIY3,0.0232
ZAT2RWMK,0.074
E8WXOFWE,0.0511
CUHLABWM,0.0625
5EWCC542,0.0538
YJ7J8CQ2,0.0224
QUTS4K93,0.8267
F8HS5ZQE,0.0545
5MYYMDR6,0.0595
JBHNK7GT,0.0516
LGCR54KA,0.0182
9HVHSFXY,0.0589
IEHF35MP,0.1955
NJOVAR9K,0.8395
T5VQY8AH,0.4525
WX3FIVCH,0.0234
DDWQZKSN,0.841
J6LAPPMN,0.0597
NXMZDYO7,0.0525
JSQ4STTB,0.3842
ZLOZHWNK,0.028
G64BAJTX,0.0554
SIUCZFIN,0.0757
JCYUFNL3,0.0284
D2RUHGMH,0.0245
CGANNPDZ,0.0606
KZ5QUMAM,0.8684
SPUXH4EG,0.246
PAFBT8MY,0.1002
EJXS2EA3,0.6597
NBMJXRD4,0.1654
KDJZS5TA,0.1816
MKLIDAMD,0.0307
ZLWQHUJQ,0.0772
FVAEFMCO,0.3523
2K3OTEQA,0.1032
KHPWDS7M,0.055
BNH5WGKG,0.0639
KVQTAXPW,0.2951
CDHUM2EH,0.0761
6VWN9ZDN,0.0449
YDXTJ3FD,0.051
ID7R6ROP,0.0425
E6YP4HUG,0.8682
UTLJG334,0.8685
5U6C5TQO,0.4855
DTCQDJPZ,0.081
TEBS66VM,0.8511
UKJCXFPK,0.0621
WPCKFYF4,0.0541
SHUTG4ZA,0.0541
ZKIA9IRN,0.0722
X4CJUWTQ,0.0513
R4AVLPKN,0.0544
PNGBSCAN,0.259
SAECDDV3,0.3623
7XT8YYUE,0.0577
EUUNJBUH,0.2779
UXYHS3LY,0.4284
MMBURAFW,0.1518
28RSBXJB,0.0763
9G9Q3PJ9,0.0539
K5LGAMWA,0.8329
4OQWYYUH,0.0524
HFCGBAKW,0.1414
4BHT9S7X,0.0511
L7UF85VS,0.0536
URI35XFP,0.051
5KG6QPVK,0.0199
FBDWV7GE,0.8486
VRVMJK8I,0.0476
RRRECBJ8,0.0454
SKFCKLPF,0.0539
FULQWJIJ,0.4634
QJY3E9UE,0.6791
MLUDNTQJ,0.0552
82NIXQMM,0.2131
S2LZ69GE,0.1441
LZV5VJ3E,0.0533
6ZQXA84H,0.0528
QEW399ZO,0.4219
QX45L9X2,0.0206
JI5LF5F9,0.047
KDZV4CZW,0.0525
2BHMBZYE,0.1036
GSNHVAFF,0.0379
4RPZNZL5,0.0524
ISJR7LKD,0.4853
JKW3SQGQ,0.1026
QRDQDXGA,0.0194
G4YVZDVR,0.0547
5E5CZBZL,0.0457
EJEUTJLV,0.0605
FNFHGGVJ,0.0878
BD2AOQUI,0.5074
CAM46IPS,0.8663
BDLWF2UE,0.8415
DYCANXYX,0.0538
VGV4D4TG,0.8625
3TNESPJG,0.8629
B8G9K3SG,0.0573
ZIBPXTPM,0.0219
DKT9NKNZ,0.0419
BDVNNBRK,0.0937
QNMWQTOG,0.5184
AQWBWNL3,0.0601
MT82FGC7,0.3051
EVM8NUVP,0.1296
BKPWBM76,0.1412
3GGYTVZG,0.064
CVIWGSRW,0.841
NSJ9RM6W,0.9911
MZGPXSAQ,0.1538
NUSMAQAY,0.0793
BH82XC6Y,0.0843
ZZ4UWIXW,0.0644
DWJCX6SX,0.0525
ERES8BQJ,0.0542
9GMYJ3LH,0.0763
VKDNAB5P,0.0601
GZSIUGEA,0.0502
TJHB2ISQ,0.3147
EZQ42DNF,0.0462
AXNTFJFM,0.0504
OQM5CXG5,0.0454
EBVT3LTJ,0.2187
ZHEH3MBA,0.2388
2HU3HDJT,0.1385
ER4C2QGT,0.047
AZRDM8NU,0.0561
HMFBA98R,0.0502
QV4MNBXG,0.0581
M9Q2BGD4,0.0539
QNRZBZDF,0.3334
BUDX4S4V,0.0449
DCW9XHMA,0.0567
WSTUYPMQ,0.3281
K5BOV7EJ,0.0542
RAQPZYQZ,0.3237
ZIASFNHA,0.1648
EAXFBNHX,0.389
YSFOKUDG,0.0427
MVW7Q7YB,0.1003
S9YP7MZK,0.8945
HJB5PBP2,0.054
L69FQUCT,0.055
29D34TZT,0.053
3QHSAYJU,0.2041
FBOSHDZE,0.0512
BRS5JKG4,0.0239
GYAIAQMN,0.0668
DZAIGHU8,0.2892
R3QMZTJQ,0.1115
W5YGUWSK,0.1478
NOK8O2CT,0.1056
5GIEUB6N,0.1072
V9QSSA9R,0.0822
YMGHGRVM,0.0511
GAZN62BA,0.4339
4O5SUGPS,0.1616
IKFB3DCH,0.0538
BPPZ6HFV,0.842
PAVXMRGY,0.1097
7ETBB4SR,0.3386
AU7FHMGN,0.4531
E3A9UZVM,0.0548
GRTPKZLR,0.2805
QTXGGEBW,0.0537
DTCG4JTW,0.0478
7FIBM6QN,0.0538
4XYTW3YY,0.2507
IO87FMRH,0.0602
HK8JEDJP,0.8401
XUA8YJTB,0.2073
RNWZ5YJ5,0.1118
5G237EFH,0.4685
2CKSNYDP,0.0408
YR3IPNNC,0.054
P57KJFGH,0.0538
R6K8TCY4,0.0983
HRP4BJAB,0.0515
8MTPHBUJ,0.0597
ALTG4TRC,0.0616
WCPQXIIR,0.1155
BI9NQFPU,0.0211
UFF85ST3,0.1713
8OK2HE6Z,0.8254
HVF7ACC2,0.0477
AAKLW7W4,0.1066
KDABYOTN,0.2407
IJBP4P7E,0.3057
N3PKOPOG,0.0777
8X9MUESG,0.1446
ND28G4SX,0.0368
DYABFUIQ,0.849
H7GMDKGE,0.3415
HD7TKLBT,0.0436
EVPCRZAD,0.0634
ENFKFYHX,0.0539
JLEEMJEW,0.8268
DXBZ6JNH,0.0554
GB9DQMNW,0.8537
FPPGWJXJ,0.0538
4HIGHMVG,0.1698
8WKF4JZG,0.1472
CVQ7TAMA,0.0684
4CUNSKJV,0.1693
A5GEYBJM,0.3274
2PPWBTHM,0.0169
EWVWB9MT,0.0555
KEDVEKOJ,0.1065
DZXYOQND,0.0653
KMOGELKZ,0.1877
BSQF72Y2,0.0543
HVB7BQZN,0.0624
JZBYRQJE,0.0674
SRHSUJGO,0.8527
MXMWNWTW,0.4489
N9FZQO7Y,0.0534
KRXY9UUL,0.052
JPIAAVIK,0.837
YOKCIKRX,0.0471
3JUMNY7G,0.0477
KFUFGHQC,0.0765
ADPJHEMN,0.2922
SAHWN9JD,0.0536
RBCYZZ7J,0.0563
NZZVGCDR,0.0561
TPYFJXTE,0.0195
7FV7RZXP,0.1348
ED7LNZAS,0.0525
FM2R2AQY,0.0623
JYFPY5SA,0.0439
UASVMDTQ,0.3384
6ZTKVZLG,0.0845
JV8TEVGJ,0.8381
RQPAYXGU,0.3116
JXMSNUNN,0.0225
RMMQWRNQ,0.1178
ZROR6Y2M,0.128
VEHDZATG,0.0961
OSFUSY8Y,0.0541
79ZIZSHH,0.0537
FQAL7ZLG,0.2672
CETJBRCC,0.1861
3JYOPSEN,0.5383
9TMPJQQQ,0.4506
YGYVTIYQ,0.6875
DODQ4BPW,0.1688
HSBHRFA2,0.0481
KKTFAROJ,0.4224
VTHRR24J,0.1025
2683TUEF,0.0382
MA9XKHSQ,0.2995
P2ALXB32,0.4603
GVYNHF7J,0.023
R8MFPNYE,0.0707
TNHAXFCC,0.0508
6EKHCMCX,0.9913
9YTRZZBV,0.017
5TR6RJN2,0.2772
IECNKXMW,0.0172
DBVAFV9V,0.0174
DESJIUOP,0.839
DULBXDQ4,0.099
D7DFBEPR,0.0535
K2KFDJNR,0.8422
HLEPEZHC,0.0684
53DIPW8W,0.0496
EHQ9HPFQ,0.0503
MVKVWFNX,0.3008
FFEE5Z33,0.0347
G8CCGT3V,0.0541
FWQJZWXK,0.046
HVYIUINB,0.8392
HLMK6RZK,0.8733
RSVTKVRC,0.09
JLNQJT6U,0.136
JLNRKWTZ,0.0536
2VQSXLEU,0.0917
QTY7EJXX,0.1626
IX8DLUJE,0.183
CAFW8FSZ,0.0313
9GNNACAL,0.0674
YFTM7UY5,0.0184
BY82WQUY,0.9901
D536E3ZD,0.075
WVX9BJBH,0.0536
TZTU3TBT,0.0519
PFVNFTHC,0.0518
LYXVMD8D,0.1071
47CD55QJ,0.053
5W9R4PZV,0.8659
IRUEHVN5,0.0531
IYWAHUFN,0.0514
6RQJRCM2,0.0628
EQ57K4QV,0.0903
XJHO73U6,0.302
NR5SEFRA,0.2256
BSWTEN3F,0.079
AF8F2WUQ,0.0702
FLGZTKSP,0.0219
UER5GLJG,0.2123
CSMLGXV4,0.8442
HUQYEDER,0.0498
CXDFHEFJ,0.085
6UGAWKYA,0.0553
4RVOZNHD,0.8446
DNFEHDKN,0.1173
LJYUKEQ8,0.4705
YTBJR8BO,0.8399
CZULNGNC,0.4012
7PYQNZLC,0.1028
QBSSQ6TK,0.0733
W3G4GJVA,0.838
GPTVQY5F,0.0555
IJDG7KCD,0.0509
6EQTXD3Q,0.0219
MWEFQHRY,0.0439
O3NE5KOM,0.8344
8VEW4ARJ,0.4864
IQZVGTJ6,0.0811
QFUXADQA,0.4863
Y3YX6F7H,0.0587
9MRTMXNN,0.052
878X2XFM,0.8394
4ETMRKXM,0.1829
CGB2XXTX,0.0533
VK6H82R7,0.0543
IG4RQEYJ,0.2884
Q26X6H8J,0.8383
HVERCZP3,0.0197
XMWQVKNU,0.0406
IGKCQBKJ,0.0529
KBJ5T2WB,0.0522
KGWZ9KQG,0.2711
KZ3DJEFH,0.0531
S7VN5ESK,0.1119
M4RGTQZN,0.3932
YWAUGYSL,0.5106
EGJ7TRRA,0.023
7M9KZ4FC,0.1514
MKA5BZDP,0.0552
NVRWBRNP,0.4469
HKS7HUC7,0.0474
B74A89KH,0.0758
KEBPWRVW,0.0518
ADK3PEHR,0.0531
8SFD8WQY,0.8446
GVFMZWGP,0.0532
3ZWQP7GT,0.0177
YSBPBIHQ,0.0183
QVBYGKQV,0.0544
KCR4VWB7,0.0478
LAE4AFIX,0.1111
XQ5BKS87,0.6052
H5IRH5CP,0.0455
FG5BPSZZ,0.7444
BDO2HACF,0.2061
BNVBBHZV,0.076
JYDUGHCO,0.054
THTYHXDE,0.0468
NRD7DNPK,0.4858
TGNNLQEZ,0.3104
FPNVGAHS,0.4348
PANPEYDD,0.8389
JHN2M6C5,0.8322
M5KFLNCT,0.881
G5I2B3MT,0.0532
FAA5ZATL,0.0495
N7EDREYC,0.3139
HTBUPKVT,0.0782
SX6RAXQ9,0.0549
TBEUVGHV,0.0453
57HYDVD4,0.0808
F3ZMDJEU,0.9903
HNCWEFJS,0.0326
C6JSACJP,0.0204
E9DNXBHI,0.4431
ZMRMJEUO,0.4303
U4VQU8ZQ,0.1594
AO6WVL7Z,0.0345
RPGBKHPR,0.1625
U3TCGTL4,0.5098
NUNCVWYT,0.0461
SPZFU6CX,0.0595
GXBPBEAA,0.2403
UKSADHWX,0.4927
KQZVWTEC,0.8407
KSUXWHYH,0.2723
7FR8GSFT,0.1345
WYVAEE3Q,0.0527
KBCTYGBN,0.053
TUAMKJS2,0.0343
LRWAUJYX,0.0543
HJDQMCXA,0.158
QF2JTEGE,0.116
BATV4FRV,0.8143
ECKR858M,0.0189
GG9A3NVU,0.2306
5FYV9VVS,0.053
HRCAXVZS,0.1688
QKTJUF2V,0.2865
BOPG9NJG,0.8746
JPJFIIKG,0.0907
BICJNM53,0.4143
QKQ8M6LI,0.3659
VLZCUDTT,0.0538
E4PZBDKI,0.0709
NJDMHA7L,0.2187
NM8TDQDG,0.3302
ATX7ZR39,0.0669
RJJEROAT,0.842
KGDMODPP,0.0533
AYZHFYDS,0.0527
HJ4FRK8N,0.0422
LIEPGRCB,0.0949
K8FBHX6W,0.6249
EDGUVVVM,0.0446
U7CGCZOQ,0.0526
VPJDZJMV,0.0947
7JIXWUUX,0.0524
ERJJA3PH,0.5411
KSZSYNSM,0.4202
V73XW28W,0.2828
I79MGTMD,0.1774
PIG4WNVU,0.0524
BUCJDSHF,0.0516
FJGCYGIV,0.5186
2RHGWMEK,0.0564
4JFCCLQV,0.5304
IMXSMCBB,0.4498
6CRTCX5C,0.2481
XSPLVFA6,0.0507
2U3CTECP,0.0532
DXHNUXZ5,0.0492
2XMDWGKW,0.0765
M6NL3XJY,0.4471
5AWXWPDS,0.8323
LDZY7CXP,0.0514
HQWQNHPB,0.5679
EA9HTWP9,0.0185
DNFBSZHZ,0.0529
VBM4SCHW,0.0521
JEHTCZSQ,0.0986
7X5QDX3X,0.1972
LGGTKMRZ,0.1982
CATLU5ME,0.3137
M5MFY4ET,0.3861
MKYLSMLV,0.0537
9TWBWGWV,0.0246
A76TN3TL,0.0168
PJ56WIVB,0.4147
9IFVXFU4,0.277
DRFPLOQP,0.2963
ET2KDNED,0.1196
AKKNJBQR,0.0553
HSDDPIZF,0.2324
NFH9GM77,0.1559
GZZ8M4EG,0.017
5D6JVQUS,0.7812
VBM5OAYB,0.3594
UYNRSVW7,0.4106
SX3PVFCS,0.4365
NW4IFTS5,0.0479
JFVAEM8K,0.1134
FMEMURWE,0.0673
KFVGQX5K,0.0183
KQDOTNZJ,0.0545
JULHKJSC,0.8391
KZBKWK5C,0.0597
9PXSYETR,0.1756
U7JE2D86,0.0994
ADQCXAW6,0.0424
CRWKDHKJ,0.0591
E2WW8FXT,0.0435
KVCUHHWE,0.8291
RDNGVHVK,0.0473
3APGQ2AP,0.2317
7R9GX2XN,0.0558
MEWBEFZD,0.0497
ADCJHUDG,0.1356
O7KLKMWB,0.0536
KMPCXD6K,0.3103
QF43MNGE,0.0188
8EQ25BBN,0.1171
PK7IVQYN,0.8305
WDYKGSYS,0.2895
TBZ35ORP,0.807
JJ6JKDBB,0.9867
DR3JFMKK,0.0526
CJ5NZB9G,0.3467
YJR3QD7G,0.052
K3DVKHXZ,0.0549
DZLYDPBX,0.8331
LC6BQZRN,0.0349
IHXJ2Y27,0.2925
VJFUL4RB,0.0842
58MCAAC9,0.1413
ZSITLSBB,0.0482
FAFGE54K,0.1124
BTZXYDTP,0.2504
QFSOP8HZ,0.0603
KXYKTEDZ,0.023
NWNDSDYW,0.0606
DTMUWE5U,0.0542
HEKNVJY8,0.0578
NYXZNYNN,0.4374
FUZAXRKD,0.9914
HCQXHVZK,0.0528
AYGEHQ7Z,0.0454
AWN5PUAE,0.0548
HCMYPN7D,0.4989
I3HP6LZL,0.9806
8JYGTJRL,0.84
5Q4HDWNA,0.4607
7AU7RZZZ,0.2749
JGMRNVJQ,0.2441
YZDEVJJW,0.8402
924LTE88,0.0929
PUCGZH9F,0.055
D3S3DXX9,0.8245
WMX5KLXK,0.0517
AKMDPGHF,0.0416
T5SY6WZ4,0.0408
DGEOCARQ,0.0475
LBQMLQ7P,0.0512
E2YSCUVS,0.053
L47WSUJU,0.311
UXN3OBNV,0.0534
7AET9Q9S,0.0694
CCRRKF9B,0.8102
SBF3AHFK,0.1665
2RU2H37N,0.1148
MOFGTYJ3,0.1631
7TJ7QURX,0.0605
HWUMBVO4,0.0466
DM7HNZRS,0.4331
A238MU8X,0.0523
CWCM8UMD,0.0446
EMDTB4RF,0.1788
BOG3GH4O,0.3039
KXAMKGAU,0.0627
Y8MBHRFV,0.0571
NRZQPV7C,0.0554
PPLJTWJR,0.0644
2UWBJRIA,0.0581
IXYDEEUD,0.5136
KNH3VL9V,0.0873
9CRYCUGK,0.9907
4GTVZ6FJ,0.409
C2ESXMF2,0.5188
EY8GBMUA,0.8388
C77BKEJH,0.0484
FKPH7BCX,0.4085
93RZRCR5,0.459
M5V25G2K,0.8515
59CTYUST,0.0593
ATZHGES8,0.0627
ZPNVQKHW,0.3513
MPSXPDQV,0.0682
FK9GAINI,0.1835
VT8T5ER7,0.9908
7CSRL73J,0.0643
MFB2VTXR,0.5526
UNENSBCV,0.049
2WLNMIXP,0.2494
4ECMSAJ3,0.056
K6YB2W2Z,0.0548
UDZBQPTN,0.0612
QODGLXRH,0.0182
UXHOUZMZ,0.0465
3Q7FBKHV,0.0703
IN8R7V6S,0.0614
JTKVQ2R6,0.1785
HMMWGWGH,0.0581
KGY4MCQR,0.3172
G552QFZ6,0.0994
OMUMKEQA,0.1008
QBQJYBGI,0.0595
NGGRBQQK,0.8199
3BFFATX4,0.0522
COK2IP6L,0.0648
BZUJMSRU,0.0446
WP7U8FPY,0.0417
NT5ZPKUO,0.291
4FAW7N48,0.9912
DBCQWSUB,0.4062
NWNNSJSS,0.0218
M6YRXEVN,0.0535
ASPYPVTR,0.0565
D8B4T3PT,0.0239
KPKZV7Q3,0.058
AR25ZXQV,0.0696
U4YLUDIN,0.8294
QZDXQWK6,0.2561
3KZNB6CD,0.0674
YGPWAHBJ,0.0552
D7ESG549,0.8455
DPDEMGOU,0.0453
KARMGUDZ,0.2814
ASCJ3VBN,0.0526
GLFSUEG6,0.1137
K3S2AH69,0.0472
S6VRLQGU,0.0603
RPNMDQ2U,0.117
32BAXVEJ,0.4627
IKULZPFP,0.0718
6MUYVXBR,0.3161
FPLFTZWP,0.0924
95ZZPYON,0.0242
MHEFR6QD,0.046
GBNCP4YK,0.1109
HSRUOOGF,0.0564
KTHITIAM,0.083
STYNWUVY,0.3886
VCAHQZ9M,0.0204
TWUGAHQU,0.8403
K6ESITSK,0.0226
55RVFUB9,0.4902
HZGRRVET,0.2846
PECJXXGZ,0.7776
FEOTQTBJ,0.1718
5ERPSZ8K,0.8425
KY4W5LWW,0.3406
8MGJBTTC,0.2869
4PGNFQWQ,0.8637
D2QRYZKU,0.0696
ZJGR4NPU,0.8497
A6UPTNJW,0.0419
CTQW4HMT,0.8267
CRP4VFPH,0.335
XVKYPPYT,0.0887
ZPFSZGES,0.0714
JCTBTKZF,0.2703
Z5GTB4WU,0.0896
AXFSZBMK,0.69
VC4JV9A9,0.1668
GFD6DWPE,0.0511
3XEX2MHH,0.0607
GQFVLF6E,0.0442
LVGYR2BK,0.0604
DRN5HDQH,0.8462
GQCND7WB,0.0701
3PUAJH34,0.1712
KMZKEANF,0.2654
K4PVALQQ,0.0456
XAAKTZ7R,0.059
JRXNZZIC,0.1876
6M2B7Y8P,0.1004
RUE8HJYD,0.4122
W2TD7PHP,0.116
J3NSFDZJ,0.0473
9XY44EE4,0.055
PAQDMP6F,0.0522
ZPWKASVS,0.0245
5TA3VPA3,0.3996
MMZMHEDK,0.4936
UFJHYPYW,0.058
TMN4STNK,0.8208
FCAZ8RNQ,0.0522
LVEPEET5,0.8372
MW6RQCHY,0.1336
2JESCXQR,0.3216
PLIXFNPT,0.0563
HWKSXAPY,0.3939
JBJBE8WF,0.0542
HTHNVKJY,0.3626
2WJNVHGO,0.0525
P9LGIMEG,0.0567
GYTRJTTB,0.0537
ESUH6VOU,0.1691
PMXHFBJQ,0.0712
9VMQMNQ5,0.1054
RHX7TBHL,0.0915
NPEEXXD7,0.058
3B2HKOAM,0.8341
V94ZTXQC,0.0231
4UHYHTNR,0.1751
C9ENIASV,0.2992
GZPA3XPD,0.0573
MCVO22M6,0.053
MJVXFG2F,0.0547
QUNJUDEZ,0.0615
POF5D3VX,0.0526
ZVDA5NPQ,0.164
M7WRNGPU,0.0652
LMMCBVJZ,0.8374
QG54CZPT,0.0474
TCD7FEVH,0.4806
PSPKQQFW,0.5045
3RHBN6KV,0.1833
KYOS8J8X,0.1367
SEZKWERR,0.0572
F29C97TD,0.4583
NMKGKUTM,0.0554
JU35SSZ8,0.1853
JU2PUMSM,0.0811
EJTLXBP8,0.844
LJKHTZRZ,0.0527
2G8BRFV2,0.1176
MCM8HCNV,0.054
BEDC2E5V,0.0479
T9AKRZKP,0.061
L6FWXYB3,0.8492
DNG58AGC,0.0274
NC88BTCD,0.0588
CHUM7EBS,0.795
AYTGQFA9,0.8754
WMVUPI6D,0.1065
5E2GBQ44,0.0204
VAFZB5EM,0.1972
RZRXVDFQ,0.0562
B8P928DN,0.0675
RVBZQUK6,0.6389
GCNJRXAI,0.0487
X9LBCLKT,0.4061
